tm,BSD,BS,DQG,DW,HY,HX,MW,MZ,ZYG,OBS
2026/1/2 20:00,0.060447975,0,0.060447975,0,0,0,0.060447975,0,0.060447975,6.096933489
2026/1/2 21:00,0,0,0,0,0.299361402,0,0,0.149680701,0,6.035808292
2026/1/2 22:00,0,0,0,0,0,0,0,0.366142023,0,6.580918103
2026/1/2 23:00,0,0,0.566666667,0.25,0,0.116666667,0,0.3,0.105555556,7.074803704
2026/1/3 0:00,0,0.14,0,0,0,0.12,0.144444445,0,0.133333333,12.64758207
2026/1/3 1:00,0,0,0.166666667,0,0,0,0,0,0.155555556,23.29532754
2026/1/3 2:00,0,0,0.699215876,0,0,0,0,0,0,43.85077856
2026/1/3 3:00,0,0,0.466666667,0,0,0.222222222,0,0,0,57.90429256
2026/1/3 4:00,1.540709376,0,0,1.421478238,0,0,0,0.933333333,0,61.49955247
2026/1/3 5:00,0,0,0,0,0,0,0,0,0,59.86878895
2026/1/3 6:00,0,0,0,0,0,0,0,0,0,57.6781291
2026/1/3 7:00,0,0,0,0,0,0,0,0,0,55.25117026
2026/1/3 8:00,0,0,0,0,0,0,0,0,0,52.83638873
2026/1/3 9:00,0,0,0,0,0,0,0,0,0,50.65124848
2026/1/3 10:00,0,0,0,0,0,0,0,0,0,48.52205856
2026/1/3 11:00,0,0,0,0,0,0,0,0,0,47.05122175
2026/1/3 12:00,0,0,0,0,0,0,0,0,0,45.21068603
2026/1/3 13:00,0,0,0,0,0,0,0,0,0,43.33161506
2026/1/3 14:00,0,0,0,0,0,0,0,0,0,41.74963237
2026/1/3 15:00,0,0,0,0,0,0,0,0,0,40.24358019
2026/1/3 16:00,0,0,0,0,0,0,0,0,0,40.98821634
2026/1/3 17:00,0,0,0,0,0,0,0,0,0,39.13930677
2026/1/3 18:00,0,0,0,0,0,0,0,0,0,37.38220505
2026/1/3 19:00,0,0,0,0,0,0,0,0,0,35.71221263
2026/1/3 20:00,0,0,0,0,0,0,0,0,0,34.12487478
2026/1/3 21:00,0,0,0,0,0,0,0,0,0,32.6159678
2026/1/3 22:00,0,0,0,0,0,0,0,0,0,31.18148688
2026/1/3 23:00,0,0,0,0,0,0,0,0,0,29.81763466
2026/1/4 0:00,0,0,0,0,0,0,0,0,0,28.52081037
2026/1/4 1:00,0,0,0,0,0,0,0,0,0,27.2875995
2026/1/4 2:00,0,0,0,0,0,0,0,0,0,26.11476411
2026/1/4 3:00,0,0,0,0,0,0,0,0,0,24.99923358
2026/1/4 4:00,0,0,0,0,0,0,0,0,0,23.93809588
2026/1/4 5:00,0,0,0,0,0,0,0,0,0,22.92858926
2026/1/4 6:00,0,0,0,0,0,0,0,0,0,21.96809446
2026/1/4 7:00,0,0,0,0,0,0,0,0,0,21.05412723
2026/1/4 8:00,0,0,0,0,0,0,0,0,0,20.18433134
2026/1/4 9:00,0,0,0,0,0,0,0,0,0,19.35647188
2026/1/4 10:00,0,0,0,0,0,0,0,0,0,18.56842896
2026/1/4 11:00,0,0,0,0,0,0,0,0,0,17.81819172
2026/1/4 12:00,0,0,0,0,0,0,0,0,0,17.10385268
2026/1/4 13:00,0,0,0,0,0,0,0,0,0,16.42360234
2026/1/4 14:00,0,0,0,0,0,0,0,0,0,15.77572412
2026/1/4 15:00,0,0,0,0,0,0,0,0,0,15.1585895
2026/1/4 16:00,0,0,0,0,0,0,0,0,0,14.57065351
2026/1/4 17:00,0,0,0,0,0,0,0,0,0,14.01045033
2026/1/4 18:00,0,0,0,0,0,0,0,0,0,13.47658924
2026/1/4 19:00,0,0,0,0,0,0,0,0,0,12.96775072
2026/1/4 20:00,0,0,0,0,0,0,0,0,0,12.48268275
2026/1/4 21:00,0,0,0,0,0,0,0,0,0,12.02019732
2026/1/4 22:00,0,0,0,0,0,0,0,0,0,11.57916714
2026/1/4 23:00,0,0,0,0,0,0,0,0,0,11.15852247
2026/1/5 0:00,0,0,0,0,0,0,0,0,0,10.75724819
2026/1/5 1:00,0,0,0,0,0,0,0,0,0,10.37438093
2026/1/5 2:00,0,0,0,0,0,0,0,0,0,10.00900646
2026/1/5 3:00,0,0,0,0,0,0,0,0,0,9.660257088
2026/1/5 4:00,0,0,0,0,0,0,0,0,0,9.327309315
2026/1/5 5:00,0,0,0,0,0,0,0,0,0,9.009381534
2026/1/5 6:00,0,0,0,0,0,0,0,0,0,8.705731876
2026/1/5 7:00,0,0,0,0,0,0,0,0,0,8.415656169
2026/1/5 8:00,0,0,0,0,0,0,0,0,0,8.138485995
2026/1/5 9:00,0,0,0,0,0,0,0,0,0,7.873586852
2026/1/5 10:00,0,0,0,0,0,0,0,0,0,7.620356415
2026/1/5 11:00,0,0,0,0,0,0,0,0,0,7.378222878
2026/1/5 12:00,0,0,0,0,0,0,0,0,0,7.14664339
2026/1/5 13:00,0,0,0,0,0,0,0,0,0,6.925102572
2026/1/5 14:00,0,0,0,0,0,0,0,0,0,6.713111101
2026/1/5 15:00,0,0,0,0,0,0,0,0,0,6.510204381
2026/1/5 16:00,0,0,0,0,0,0,0,0,0,6.315941274
2026/1/5 17:00,0,0,0,0,0,0,0,0,0,6.129902897
2026/1/5 18:00,0,0,0,0,0,0,0,0,0,5.951691485
2026/1/5 19:00,0,0,0,0,0,0,0,0,0,5.78092931
2026/1/5 20:00,0,0,0,0,0,0,0,0,0,5.617257656
2026/1/5 21:00,0,0,0,0,0,0,0,0,0,5.460335848
2026/1/5 22:00,0,0,0,0,0,0,0,0,0,5.30984033
2026/1/5 23:00,0,0,0,0,0,0,0,0,0,5.165463792
2026/1/6 0:00,0,0,0,0,0,0,0,0,0,5.026914338
2026/1/6 1:00,0,0,0,0,0,0,0,0,0,4.893914703
2026/1/6 2:00,0,0,0,0,0,0,0,0,0,4.766201508
2026/1/6 3:00,0,0,0,0,0,0,0,0,0,4.643524546
2026/1/6 4:00,0,0,0,0,0,0,0,0,0,4.525646119
2026/1/6 5:00,0,0,0,0,0,0,0,0,0,4.412340397
2026/1/6 6:00,0,0,0,0,0,0,0,0,0,4.303392815
2026/1/6 7:00,0,0,0,0,0,0,0,0,0,4.198599499
2026/1/6 8:00,0,0,0,0,0,0,0,0,0,4.097766725
2026/1/6 9:00,0,0,0,0,0,0,0,0,0,4.000710402
2026/1/6 10:00,0,0,0,0,0,0,0,0,0,3.907255584
2026/1/6 11:00,0,0,0,0,0,0,0,0,0,3.817236004
2026/1/6 12:00,0,0,0,0,0,0,0,0,0,3.730493634
2026/1/6 13:00,0,0,0,0,0,0,0,0,0,3.64687827
2026/1/6 14:00,0,0,0,0,0,0,0,0,0,3.566247134
2026/1/6 15:00,0,0,0,0,0,0,0,0,0,3.488464497
2026/1/6 16:00,0,0,0,0,0,0,0,0,0,3.413401323
2026/1/6 17:00,0,0,0,0,0,0,0,0,0,3.340934931
2026/1/6 18:00,0,0,0,0,0,0,0,0,0,3.270948675
2026/1/6 19:00,0,0,0,0,0,0,0,0,0,3.203331635
2026/1/6 20:00,0,0,0,0,0,0,0,0,0,3.137978333
2026/1/6 21:00,0,0,0,0,0,0,0,0,0,3.074788453
2026/1/6 22:00,0,0,0,0,0,0,0,0,0,3.013666588
2026/1/6 23:00,0,0,0,0,0,0,0,0,0,2.954521983
2026/1/7 0:00,0,0,0,0,0,0,0,0,0,2.89726831
2026/1/7 1:00,0,0,0,0,0,0,0,0,0,2.841823439
2026/1/7 2:00,0,0,0,0,0,0,0,0,0,2.78810923
2026/1/7 3:00,0,0,0,0,0,0,0,0,0,2.736051331
2026/1/7 4:00,0,0,0,0,0,0,0,0,0,2.685578989
2026/1/7 5:00,0,0,0,0,0,0,0,0,0,2.636624866
2026/1/7 6:00,0,0,0,0,0,0,0,0,0,2.589124873
2026/1/7 7:00,0,0,0,0,0,0,0,0,0,2.543018003
2026/1/7 8:00,0,0,0,0,0,0,0,0,0,2.498246179
2026/1/7 9:00,0,0,0,0,0,0,0,0,0,2.454754104
2026/1/7 10:00,0,0,0,0,0,0,0,0,0,2.412489126
2026/1/7 11:00,0,0,0,0,0,0,0,0,0,2.371401105
2026/1/7 12:00,0,0,0,0,0,0,0,0,0,2.331442285
2026/1/7 13:00,0,0,0,0,0,0,0,0,0,2.292567176
2026/1/7 14:00,0,0,0,0,0,0,0,0,0,2.254732445
2026/1/7 15:00,0,0,0,0,0,0,0,0,0,2.217896802
2026/1/7 16:00,0,0,0,0,0,0,0,0,0,2.182020903
2026/1/7 17:00,0,0,0,0,0,0,0,0,0,2.147067253
2026/1/7 18:00,0,0,0,0,0,0,0,0,0,2.113000111
2026/1/7 19:00,0,0,0,0,0,0,0,0,0,2.079785406
2026/1/7 20:00,0,0,0,0,0,0,0,0,0,2.047390655
2026/1/7 21:00,0,0,0,0,0,0,0,0,0,2.015784879
2026/1/7 22:00,0,0,0,0,0,0,0,0,0,1.984938534
2026/1/7 23:00,0,0,0,0,0,0,0,0,0,1.95482344
2026/1/8 0:00,0,0,0,0,0,0,0,0,0,1.925412709
2026/1/8 1:00,0,0,0,0,0,0,0,0,0,1.896680687
2026/1/8 2:00,0,0,0,0,0,0,0,0,0,1.868602887
2026/1/8 3:00,0,0,0,0,0,0,0,0,0,1.841155939
2026/1/8 4:00,0,0,0,0,0,0,0,0,0,1.814317528
2026/1/8 5:00,0,0,0,0,0,0,0,0,0,1.788066347
2026/1/8 6:00,0,0,0,0,0,0,0,0,0,1.762382046
2026/1/8 7:00,0.194444445,0,0.566666667,0,0.839243418,0,0,0.849897755,0,1.737245185
2026/1/8 8:00,0,0,0,0,0,0,0,1.3,0,1.712637189
2026/1/8 9:00,0,0,0,0,0,0,0,0,1.704291845,1.688540306
2026/1/8 10:00,0.666666667,0,1.1,0.5,0,0,0,0,0,1.66493757
2026/1/8 11:00,0,0,0,0,0,0,0,0,0,1.641812759
2026/1/8 12:00,0,0,0,0,0,0,0,0,0,1.619150357
2026/1/8 13:00,0,0,0,0,0.40783095,0.439202562,0,0.240515689,0.527043074,1.596935527
2026/1/8 14:00,0,0,0,0,0,0,0,0,0.538197425,1.575154071
2026/1/8 15:00,1.045640711,0.820110362,1.72223176,0.902121398,0.984132434,0,0.840613121,1.025137953,0.553574494,1.553792404
2026/1/8 16:00,2.9826823,0,5.190542359,0,2.419845639,0,0,0,1.06787391,1.53283752
2026/1/8 17:00,1.8,0,1.2,0,1.2,1.2,1.2,1.2,0,1.51227697
2026/1/8 18:00,0,0,0,0,11.37482154,0,0,0,0,1.492098827
2026/1/8 19:00,0,0,0,0,0,0,0,0,20.66111466,2.050411355
2026/1/8 20:00,4.8,0,0,0,0,1.8,0,0,0,2.503229985
2026/1/8 21:00,8.800000002,0,3.6,0,0,0,0,7.2,0,3.252292311
2026/1/8 22:00,2.276198027,2.276198027,0,1.062225744,0.910479211,1.365718816,0,11.83622974,4.097156448,4.475081138
2026/1/8 23:00,0,0,6.591789923,3.348185124,11.34244924,6.524442671,0,0,0,4.311495685
2026/1/9 0:00,3.6,0,0,2.64,0,0,1.2,1.2,1.5,4.157131342
2026/1/9 1:00,0,0,10.28095081,1.439333113,0,0,0,1.644952129,0,4.923860453
2026/1/9 2:00,0,0,0,0,9.597854075,0,0,0,0,5.056371975
2026/1/9 3:00,0,4.24292223,0,0,4.996133563,0,0,0,0,10.70829598
2026/1/9 4:00,0,0,0,0,0,3.587982832,0,0,0,19.49731178
2026/1/9 5:00,0,0,0,0,3.587982832,0,0,0,0,24.77881617
2026/1/9 6:00,0,0,0,0,0,1.07639485,0,0,0,32.84672121
2026/1/9 7:00,0,0,0,0,0,0,2.332188842,0,0,48.55326031
2026/1/9 8:00,0.590281047,0,0,0.159867784,0,0,0.258247958,0,0.516495916,51.62265619
2026/1/9 9:00,1.362652225,0,1.776832754,0,0,0,0,0,0,66.03670479
2026/1/9 10:00,0,0.179399142,0.179399142,0,0,0,0.179399142,0,0,83.93859201
2026/1/9 11:00,0,0,0,0,0.470922747,0.067274678,0,0,0,105.2815782
2026/1/9 12:00,0.538197425,0,0,0,0,0,0,0,0,109.3667637
2026/1/9 13:00,0,0,0,0,0,0,0,0,0,116.5243093
2026/1/9 14:00,0,0,0,0,0,0,0,0,0,119.8109694
2026/1/9 15:00,0,0,0,0,0,0,0,0,0,122.689375
2026/1/9 16:00,0,0,0,0,0,0,0,0,0,119.8829861
2026/1/9 17:00,0,0,0,0,0,0,0,0,0,117.2441294
2026/1/9 18:00,0,0,0,0,0,0,0,0,0,112.392738
2026/1/9 19:00,0,0,0,0,0,0,0,0,0,108.8461175
2026/1/9 20:00,0,0,0,0,0,0,0,0,0,104.7862306
2026/1/9 21:00,0,0,0,0,0,0,0,0,0,102.3868809
2026/1/9 22:00,0,0,0,0,0,0,0,0,0,97.82058638
2026/1/9 23:00,0,0,0,0,0,0,0,0,0,93.45438018
2026/1/10 0:00,0,0,0,0,0,0,0,0,0,89.28757566
2026/1/10 1:00,0,0,0,0,0,0,0,0,0,84.9346723
2026/1/10 2:00,0,0,0,0,0,0,0,0,0,80.80096067
2026/1/10 3:00,0,0,0,0,0,0,0,0,0,76.87527564
2026/1/10 4:00,0,0,0,0,0,0,0,0,0,73.14702493
2026/1/10 5:00,0,0,0,0,0,0,0,0,0,69.60615955
2026/1/10 6:00,0,0,0,0,0,0,0,0,0,66.24314571
2026/1/10 7:00,0,0,0,0,0,0,0,0,0,63.04893825
2026/1/10 8:00,0,0,0,0,0,0,0,0,0,60.01495536
2026/1/10 9:00,0,0,0,0,0,0,0,0,0,57.13305476
2026/1/10 10:00,0,0,0,0,0,0,0,0,0,54.39551095
2026/1/10 11:00,0,0,0,0,0,0,0,0,0,51.79499379
2026/1/10 12:00,0,0,0,0,0,0,0,0,0,49.32454809
2026/1/10 13:00,0,0,0,0,0,0,0,0,0,46.97757433
2026/1/10 14:00,0,0,0,0,0,0,0,0,0,44.74781032
2026/1/10 15:00,0,0,0,0,0,0,0,0,0,42.62931386
2026/1/10 16:00,0,0,0,0,0,0,0,0,0,40.6164463
2026/1/10 17:00,0,0,0,0,0,0,0,0,0,38.70385688
2026/1/10 18:00,0,0,0,0,0,0,0,0,0,36.88646798
2026/1/10 19:00,0,0,0,0,0,0,0,0,0,35.15946108
2026/1/10 20:00,0,0,0,0,0,0,0,0,0,33.51826342
2026/1/10 21:00,0,0,0,0,0,0,0,0,0,31.95853543
2026/1/10 22:00,0,0,0,0,0,0,0,0,0,30.47615873
2026/1/10 23:00,0,0,0,0,0,0,0,0,0,29.06722481
2026/1/11 0:00,0,0,0,0,0,0,0,0,0,27.72802424
2026/1/11 1:00,0,0,0,0,0,0,0,0,0,26.45503649
2026/1/11 2:00,0,0,0,0,0,0,0,0,0,25.24492023
2026/1/11 3:00,0,0,0,0,0,0,0,0,0,24.09450417
2026/1/11 4:00,0,0,0,0,0,0,0,0,0,23.00077834
2026/1/11 5:00,0,0,0,0,0,0,0,0,0,21.96088585
2026/1/11 6:00,0,0,0,0,0,0,0,0,0,20.97211502
2026/1/11 7:00,0,0,0,0,0,0,0,0,0,20.03189202
2026/1/11 8:00,0,0,0,0,0,0,0,0,0,19.13777374
2026/1/11 9:00,0,0,0,0,0,0,0,0,0,18.28744116
2026/1/11 10:00,0,0,0,0,0,0,0,0,0,17.47869301
2026/1/11 11:00,0,0,0,0,0,0,0,0,0,16.70943972
2026/1/11 12:00,0,0,0,0,0,0,0,0,0,15.97769777
2026/1/11 13:00,0,0,0,0,0,0,0,0,0,15.28158422
2026/1/11 14:00,0,0,0,0,0,0,0,0,0,14.61931162
2026/1/11 15:00,0,0,0,0,0,0,0,0,0,13.9891831
2026/1/11 16:00,0,0,0,0,0,0,0,0,0,13.38958779
2026/1/11 17:00,0,0,0,0,0,0,0,0,0,12.81899642
2026/1/11 18:00,0,0,0,0,0,0,0,0,0,12.27595716
2026/1/11 19:00,0,0,0,0,0,0,0,0,0,11.75909165
2026/1/11 20:00,0,0,0,0,0,0,0,0,0,11.26709132
2026/1/11 21:00,0,0,0,0,0,0,0,0,0,10.79871378
2026/1/11 22:00,0,0,0,0,0,0,0,0,0,10.35277945
2026/1/11 23:00,0,0,0,0,0,0,0,0,0,9.928168421
2026/1/12 0:00,0,0,0,0,0,0,0,0,0,9.523817355
2026/1/12 1:00,0,0,0,0,0,0,0,0,0,9.138716645
2026/1/12 2:00,0,0,0,0,0,0,0,0,0,8.771907672
2026/1/12 3:00,0,0,0,0,0,0,0,0,0,8.422480214
2026/1/12 4:00,0,0,0,0,0,0,0,0,0,8.089569986
2026/1/12 5:00,0,0,0,0,0,0,0,0,0,7.772356311
2026/1/12 6:00,0,0,0,0,0,0,0,0,0,7.470059898
2026/1/12 7:00,0,0,0,0,0,0,0,0,0,7.181940747
2026/1/12 8:00,0,0,0,0,0,0,0,0,0,6.907296154
2026/1/12 9:00,0,0,0,0,0,0,0,0,0,6.645458815
2026/1/12 10:00,0,0,0,0,0,0,0,0,0,6.395795033
2026/1/12 11:00,0,0,0,0,0,0,0,0,0,6.157703014
2026/1/12 12:00,0,0,0,0,0,0,0,0,0,5.930611249
2026/1/12 13:00,0,0,0,0,0,0,0,0,0,5.713976978
2026/1/12 14:00,0,0,0,0,0,0,0,0,0,5.507284733
2026/1/12 15:00,0,0,0,0,0,0,0,0,0,5.310044959
2026/1/12 16:00,0,0,0,0,0,0,0,0,0,5.121792697
2026/1/12 17:00,0,0,0,0,0,0,0,0,0,4.942086342
2026/1/12 18:00,0,0,0,0,0,0,0,0,0,4.770506458
2026/1/12 19:00,0,0,0,0,0,0,0,0,0,4.606654661
2026/1/12 20:00,0,0,0,0,0,0,0,0,0,4.450152549
2026/1/12 21:00,0,0,0,0,0,0,0,0,0,4.300640692
2026/1/12 22:00,0,0,0,0,0,0,0,0,0,4.157777676
2026/1/12 23:00,0,0,0,0,0,0,0,0,0,4.021239191
2026/1/13 0:00,0,0,0,0,0,0,0,0,0,3.890717163
2026/1/13 1:00,0,0,0,0,0,0,0,0,0,3.76591894
2026/1/13 2:00,0,0,0,0,0,0,0,0,0,3.646566508
2026/1/13 3:00,0,0,0,0,0,0,0,0,0,3.532395755
2026/1/13 4:00,0,0,0,0,0,0,0,0,0,3.423155766
2026/1/13 5:00,0,0,0,0,0,0,0,0,0,3.31860816
2026/1/13 6:00,0,0,0,0,0,0,0,0,0,3.218526458
2026/1/13 7:00,0,0,0,0,0,0,0,0,0,3.12269548
2026/1/13 8:00,0,0,0,0,0,0,0,0,0,3.030910775
2026/1/13 9:00,0,0,0,0,0,0,0,0,0,2.942978085
2026/1/13 10:00,0,0,0,0,0,0,0,0,0,2.858712825
2026/1/13 11:00,0,0,0,0,0,0,0,0,0,2.7779396
2026/1/13 12:00,0,0,0,0,0,0,0,0,0,2.700491741
2026/1/13 13:00,0,0,0,0,0,0,0,0,0,2.626210865
2026/1/13 14:00,0,0,0,0,0,0,0,0,0,2.554946459
2026/1/13 15:00,0,0,0,0,0,0,0,0,0,2.486555481
2026/1/13 16:00,0,0,0,0,0,0,0,0,0,2.420901989
2026/1/13 17:00,0,0,0,0,0,0,0,0,0,2.357856781
2026/1/13 18:00,0,0,0,0,0,0,0,0,0,2.297297055
2026/1/13 19:00,0,0,0,0,0,0,0,0,0,2.239106089
2026/1/13 20:00,0,0,0,0,0,0,0,0,0,2.183172938
2026/1/13 21:00,0,0,0,0,0,0,0,0,0,2.129392136
2026/1/13 22:00,0,0,0,0,0,0,0,0,0,2.077663431
2026/1/13 23:00,0,0,0,0,0,0,0,0,0,2.027891515
2026/1/14 0:00,0,0,0,0,0,0,0,0,0,1.979985781
2026/1/14 1:00,0,0,0,0,0,0,0,0,0,1.933860085
2026/1/14 2:00,0,0,0,0,0,0,0,0,0,1.88943252
2026/1/14 3:00,0,0,0,0,0,0,0,0,0,1.846625211
2026/1/14 4:00,0,0,0,0,0,0,0,0,0,1.805364102
2026/1/14 5:00,0,0,0,0,0,0,0,0,0,1.765578777
2026/1/14 6:00,0,0,0,0,0,0,0,0,0,1.727202266
2026/1/14 7:00,0,0,0,0,0,0,0,0,0,1.690170882
2026/1/14 8:00,0,0,0,0,0,0,0,0,0,1.654424051
2026/1/14 9:00,0,0,0,0,0,0,0,0,0,1.619904157
2026/1/14 10:00,0,0,0,0,0,0,0,0,0,1.586556397
2026/1/14 11:00,0,0,0,0,0,0,0,0,0,1.554328637
2026/1/14 12:00,0,0,0,0,0,0,0,0,0,1.523171282
2026/1/14 13:00,0,0,0,0,0,0,0,0,0,1.493037145
2026/1/14 14:00,0,0,0,0,0,0,0,0,0,1.463881332
2026/1/14 15:00,0,0,0,0,0,0,0,0,0,1.435661122
2026/1/14 16:00,0.125,0.084801101,0.243616649,0.2,0.166666667,0,0.2,0,0.124777141,1.408335864
2026/1/14 17:00,0.045850376,0.061133835,0.045850376,0,0.045850376,0.045850376,0.068775564,0.045850376,0,1.381866869
2026/1/14 18:00,0,0,0,0,0,0,0,3.876829111,0,1.356217316
2026/1/14 19:00,0,0,1.8,0,0,0,0,0,0,1.331352158
2026/1/14 20:00,0,0,0,1.2,2.4,0,0,0,0,1.307238032
2026/1/14 21:00,0,0,0,0,0,0,0,20.4,0,1.283843177
2026/1/14 22:00,0,15.6,0,0,0,4.32,0,0,1.2,1.261137354
2026/1/14 23:00,0,0,0,6.3,1.2,0,1.2,0,0,1.239091769
2026/1/15 0:00,6.948472855,3.295353876,4.40472079,6.025792081,0.06367603,0.048630355,5.752854919,0,2.031426805,1.217679005
2026/1/15 1:00,0,3.946359019,2.565133362,0,12.07092731,0,10.26053345,3.946359019,0,1.196872949
2026/1/15 2:00,0,0,0,0,0,7.000000002,0,0,0,1.176648731
2026/1/15 3:00,2.4,2.800000002,0,4.999999998,0,4.32,0,0,4.2,1.156982658
2026/1/15 4:00,15.06272442,0,0,2.507169723,0,0,4.925283388,0,5.730673652,1.339537398
2026/1/15 5:00,0,0,0,0,0,0,1.999999998,0,0,1.397992672
2026/1/15 6:00,8.70350294,0,3.560523929,0,0,7.171286797,8.604599496,3.153275153,1.898946096,2.978685203
2026/1/15 7:00,0,0,1.2,0,0,0,0,0,0,3.967937142
2026/1/15 8:00,3.6,1.2,1.8,0,0,0,0,0,1.2,6.519239638
2026/1/15 9:00,0,0,0,0,0,0,0,0,1.8,26.80602627
2026/1/15 10:00,0,11.73176336,0,0,0,0,0,0,6.479826253,47.51809575
2026/1/15 11:00,3.6,1.600000002,1.590986318,5.4,0,0,1.2,0,0,54.1550833
2026/1/15 12:00,0,0,3.232584341,0,2.1,0,0,0,0,82.63365393
2026/1/15 13:00,0,0,15.40727325,0,0,0,13.695354,0,0,115.5563295
2026/1/15 14:00,0,0,0,21.6,0,0,0,0,0,117.4637811
2026/1/15 15:00,0,0,0,0,6,0,0,0,0,133.4310549
2026/1/15 16:00,0,0,0,0,0,0,0,1.988946244,11.3369936,160.7563575
2026/1/15 17:00,0.26064605,0.217205041,0.385557235,0.383728907,0.738497141,0.169751037,0.564733108,0,0,154.8885606
2026/1/15 18:00,0.324568066,0.540946777,0.108189355,0,0.108189355,0.203205513,0.216378711,0.162284033,0,188.4833339
2026/1/15 19:00,0,0,0,0,0,0,0.273332298,0.819996893,0,180.4205918
2026/1/15 20:00,0.357240631,0,0,0,0.119080211,0,0,0,0.178620316,180.6679546
2026/1/15 21:00,0,0,0,0,0,0,0,0,0.35916128,173.7443276
2026/1/15 22:00,0.125,0.652971496,0.566666667,0,0.083333333,0,0.175,0,0.5,188.4692958
2026/1/15 23:00,0,0,0,0,0,0,0,0,0,196.5299663
2026/1/16 0:00,0,0,0,0,0,0,0,0,0,193.4080787
2026/1/16 1:00,0,0,0,0,0,0,0,0,0,223.7606242
2026/1/16 2:00,0,0,0,0,0,0,0,0,0,242.8699711
2026/1/16 3:00,0,0,0,0,0,0,0,0,0,238.7611368
2026/1/16 4:00,0,0,0,0,0,0,0,0,0,245.8903468
2026/1/16 5:00,0,0,0,0,0,0,0,0,0,237.2238641
2026/1/16 6:00,0,0,0,0,0,0,0,0,0,227.5563453
2026/1/16 7:00,0,0,0,0,0,0,0,0,0,217.6150703
2026/1/16 8:00,0,0,0,0,0,0,0,0,0,207.6266409
2026/1/16 9:00,0,0,0,0,0,0,0,0,0,197.7960204
2026/1/16 10:00,0,0,0,0,0,0,0,0,0,190.2341284
2026/1/16 11:00,0,0,0,0,0,0,0,0,0,180.9181208
2026/1/16 12:00,0,0,0,0,0,0,0,0,0,172.0726645
2026/1/16 13:00,0,0,0,0,0,0,0,0,0,163.6737123
2026/1/16 14:00,0,0,0,0,0,0,0,0,0,155.6984554
